ID,y
1,89.93835
2,105.66195
3,90.326126
4,77.47308
5,111.20121
8,92.60909
10,110.933266
11,93.753586
12,115.806564
14,94.19268
15,115.66955
16,104.01778
17,96.27616
19,93.991684
20,104.1777
21,100.58736
22,115.863754
23,96.27616
26,94.94542
28,94.11892
29,96.27616
33,96.27616
35,94.50309
41,95.670074
42,94.66044
43,115.84723
45,102.32409
46,103.89062
51,94.290146
53,80.09755
55,112.99969
56,94.02926
57,106.10399
58,94.94774
59,102.65536
63,112.47477
64,94.17798
65,104.1777
69,95.069885
71,95.735146
72,103.62367
73,94.189545
76,102.90711
77,103.87761
78,114.965614
82,94.409454
83,104.1777
84,94.177574
85,103.947174
87,112.63265
88,95.670074
89,112.9731
91,93.806465
93,94.90296
94,103.67346
95,94.944084
96,111.8539
97,93.74552
98,112.66348
99,93.752495
101,104.062126
103,112.9731
104,93.902855
105,111.64909
110,95.14
111,112.64702
113,113.27465
114,94.0024
115,111.416016
117,112.9731
120,93.76871
121,112.82432
122,93.93116
123,113.13439
126,113.1409
132,112.07272
135,104.13184
137,104.004456
138,94.23577
140,94.006195
142,111.83756
144,112.77245
148,93.39624
149,112.959335
155,94.385895
156,112.652
157,93.74552
162,113.85978
163,94.937904
167,94.12751
172,115.84723
179,112.74371
180,94.36925
181,112.17974
182,94.622955
183,112.9731
185,112.9731
187,112.36151
188,94.409454
189,94.29934
191,93.54332
192,111.98189
193,94.323494
194,112.17974
195,93.57918
196,112.91719
198,95.10724
199,112.76262
201,103.85817
204,94.098755
205,104.01778
206,94.35174
210,93.73425
211,104.062126
216,112.7938
219,115.806564
220,94.237335
221,111.59006
226,112.17974
227,93.2603
228,112.76262
230,112.74327
231,93.74552
235,115.863754
236,93.739174
238,112.74327
242,103.827354
243,93.806465
244,78.67407
245,111.2626
247,113.13332
248,93.40733
249,94.32099
250,112.564316
251,93.739174
253,115.863754
254,94.03031
256,94.45833
257,93.542435
258,114.356064
259,93.77556
262,79.26478
266,94.04966
267,112.4218
272,103.564186
273,112.9731
275,94.33989
276,112.74741
279,94.18677
280,104.1777
283,93.58866
285,112.71503
288,112.9731
289,94.15847
290,103.90576
291,93.91098
292,112.119064
293,111.41935
296,93.47886
297,112.79803
298,114.965614
299,94.409454
304,93.42802
305,78.16507
306,93.93073
307,112.17974
311,107.51693
313,112.17974
314,93.767746
316,93.73443
324,93.98828
327,94.06422
329,93.53298
330,112.17974
337,104.33339
338,94.445564
339,103.52533
340,94.13846
343,93.69369
345,115.66955
346,94.460594
347,112.4218
349,112.75205
350,93.54437
352,113.13843
353,93.42403
354,78.7432
357,94.28293
358,112.73684
362,112.14482
364,115.97391
365,103.91504
366,93.97387
367,112.85482
368,94.29301
370,78.63573
373,95.111664
377,93.62137
378,111.546135
382,102.90711
384,112.76262
390,94.944084
392,112.8005
393,112.35285
395,94.266594
396,104.22803
399,78.540634
406,112.17974
408,112.17974
409,94.11882
410,78.34631
412,114.137405
413,93.33984
419,94.81628
420,112.3909
421,93.39624
430,103.18845
434,94.290146
436,93.9235
437,94.02926
438,93.77292
439,112.74327
440,94.06538
443,112.32157
446,94.098755
448,93.98004
452,94.19631
453,104.20458
457,103.68304
458,94.32133
459,112.28832
460,103.558556
462,104.2193
464,103.87761
465,115.806564
467,117.188515
471,113.22814
472,78.321785
473,94.59361
475,94.08956
480,94.72366
488,111.76571
490,112.17974
491,104.014534
492,78.499084
493,94.33052
497,93.94839
498,112.65559
499,94.56593
500,103.81783
501,94.32133
502,113.46173
506,79.96403
510,111.453354
511,93.40467
512,93.53298
516,93.871994
518,93.70032
519,112.4218
521,93.54235
522,112.746254
526,112.537384
529,94.77469
532,112.4218
533,94.340355
536,112.99653
537,103.22541
539,94.409454
540,104.014534
541,94.08875
543,94.29934
546,112.805466
547,93.739174
548,78.64708
551,93.87249
552,104.29585
556,103.15273
557,95.18391
558,112.85482
559,94.21406
560,104.338326
562,104.01778
566,94.70836
570,112.65559
571,94.02926
572,104.1777
573,94.409454
575,115.806564
576,112.58417
577,94.266014
579,93.72013
580,112.205475
581,112.07272
589,112.17974
591,102.72832
593,93.853745
594,103.71371
595,94.15975
598,93.8249
602,111.379944
604,113.08498
606,112.524
608,93.75396
609,104.062126
610,94.15313
616,112.19714
617,94.935585
618,102.20583
620,104.03093
622,112.28723
623,93.22678
624,134.26672
626,112.51307
628,112.53242
629,94.08919
630,112.74327
637,93.98943
638,103.55271
643,94.644
645,94.72366
646,115.1415
648,95.47481
652,94.50959
653,94.02926
654,112.65559
656,112.916084
657,94.51636
659,94.55412
660,103.75034
663,93.2548
664,113.12155
666,103.63294
668,111.52454
669,94.27827
671,95.18391
675,93.85359
677,93.571
678,111.20894
679,102.74938
682,94.6591
685,103.47231
687,94.23577
688,93.59206
693,112.2571
696,93.88768
698,94.30009
701,96.55554
704,103.412994
705,115.806564
709,112.85296
710,94.11919
711,106.19481
712,94.70419
714,112.318275
715,93.54771
716,112.17974
717,94.80274
720,115.66955
721,93.54332
724,102.51671
725,94.059235
726,112.361145
728,111.92595
731,93.54612
734,103.818504
738,93.916466
745,110.339615
746,93.356445
751,78.47974
754,94.018974
756,93.56314
758,94.567
759,112.58472
761,116.00077
766,94.605576
767,111.836815
768,93.22678
769,112.779495
770,94.73542
771,78.499084
772,105.48753
773,93.87249
774,111.63516
776,112.76262
777,94.035805
780,115.84723
782,104.014534
787,102.83302
788,94.409454
792,93.102425
793,114.22187
798,94.34799
800,93.65986
806,112.17974
809,112.840096
811,113.116974
812,93.278915
814,115.806564
816,101.976746
817,94.21406
818,105.933784
820,110.91927
823,94.32133
829,93.65197
830,112.64143
831,92.87982
834,111.26436
839,94.46816
841,78.64302
844,104.062126
845,94.290146
848,93.42802
850,97.120544
851,103.73509
852,93.94553
854,93.661354
855,95.13025
856,102.016365
859,103.40843
861,111.63516
864,94.02167
865,111.63516
866,93.42049
867,93.734566
869,94.67185
871,93.13102
872,112.17974
882,102.38478
883,94.290146
885,94.20268
888,94.06422
893,112.17974
901,111.20894
903,104.014534
904,94.593124
905,103.79599
910,94.74673
911,111.33431
914,112.81999
918,112.47015
921,93.07037
928,94.33052
929,103.75444
932,94.12786
933,104.56767
934,94.74673
935,112.4218
937,78.339554
939,94.409454
940,102.770905
941,94.33052
942,103.605
943,94.52
944,103.42871
947,112.17974
949,111.94204
951,110.36312
952,93.985756
953,104.014534
954,78.4539
957,112.77245
959,93.14506
960,113.28361
963,115.806564
965,112.17974
967,103.2836
971,94.45833
972,78.49643
973,94.3051
974,112.76262
975,94.92056
978,116.699974
980,113.12155
981,94.718765
984,112.94894
986,94.74673
988,93.22678
989,111.6162
990,103.2754
992,111.20894
996,94.006195
999,113.17208
1000,94.10574
1001,111.63516
1002,93.22678
1003,112.76262
1004,93.39624
1008,111.527016
1009,94.23321
1010,105.31758
1012,112.674164
1013,94.144005
1014,112.5714
1015,93.49604
1016,115.806564
1019,93.44845
1020,113.16961
1021,94.74673
1022,103.61721
1024,94.74673
1025,78.77145
1027,94.82303
1028,105.35399
1029,94.99127
1030,94.14509
1033,112.76262
1036,93.419815
1037,111.721886
1038,93.23397
1042,94.409454
1043,103.75717
1044,94.16678
1045,111.51199
1047,112.31138
1050,94.29934
1051,112.17974
1054,94.32133
1056,94.718765
1057,94.290146
1059,93.82561
1062,103.573975
1063,103.47936
1064,94.718765
1066,93.69595
1070,105.231804
1076,111.51199
1077,104.36752
1078,112.287964
1080,112.36151
1082,112.858
1083,94.06422
1089,113.02429
1091,94.13685
1093,94.08849
1097,94.935585
1099,93.61004
1101,94.74673
1103,95.05758
1104,111.60823
1106,112.05547
1109,94.09393
1110,112.15668
1111,93.72272
1112,112.59255
1114,94.36278
1116,94.93976
1117,112.346146
1120,93.58865
1124,112.57657
1125,93.88759
1126,112.26897
1134,112.28478
1137,93.93907
1138,112.65247
1144,112.210335
1145,94.23238
1146,93.767746
1148,95.05758
1150,93.56559
1152,104.062126
1153,94.313354
1154,104.157135
1155,94.482086
1157,93.60689
1162,94.482086
1165,112.76262
1166,95.16322
1167,103.550095
1168,94.800385
1169,103.40843
1171,115.863754
1172,95.04689
1173,103.40843
1174,94.40315
1176,95.18391
1177,103.77664
1178,94.35556
1182,112.652
1186,94.72366
1187,114.423004
1188,94.32099
1189,115.84723
1191,105.59639
1192,94.482086
1197,112.072235
1198,93.26829
1200,78.707306
1201,94.40596
1203,95.17407
1209,115.806564
1214,103.65077
1218,111.246895
1222,94.17319
1226,94.79852
1228,94.35442
1230,94.202644
1232,78.707306
1233,93.49424
1236,112.38401
1238,94.19182
1241,112.210335
1244,104.23069
1246,94.349724
1247,113.06563
1250,112.780174
1251,93.97035
1254,112.517746
1255,94.23941
1256,111.116585
1257,93.977165
1258,94.04814
1259,112.2334
1260,94.28669
1263,112.15668
1267,78.36428
1268,111.83283
1271,94.482086
1272,112.17974
1274,104.219025
1275,94.482086
1276,112.17974
1277,93.436104
1279,93.767746
1281,94.296265
1282,94.32099
1283,112.829285
1285,112.993385
1286,93.93907
1289,112.3954
1296,112.43048
1299,93.56559
1301,94.07883
1306,93.62565
1307,94.35556
1308,93.52194
1313,112.17974
1314,94.38763
1315,112.15668
1316,93.12559
1317,112.17974
1319,93.56503
1323,94.72366
1324,103.47763
1325,94.53096
1328,103.56575
1329,94.718765
1330,111.63516
1331,94.84913
1332,103.88008
1337,94.313354
1338,111.896416
1339,93.54235
1340,111.75075
1343,113.03202
1347,109.11653
1348,94.19436
1349,105.590836
1352,94.11465
1354,94.67983
1359,112.904526
1360,94.36829
1363,112.02531
1364,93.71272
1365,105.20828
1366,93.98678
1372,93.94845
1375,105.60668
1376,93.966484
1378,93.78355
1379,113.5219
1380,94.36829
1381,105.91452
1384,111.87104
1387,94.17861
1388,112.17203
1392,80.14649
1394,105.172035
1395,94.09166
1396,112.02531
1398,94.078606
1399,112.02531
1400,93.72028
